XNR_genes	GO_terms	SSHG_genes
XNR_1062	GO:0003676; GO:0004386; GO:0005524; GO:0006139	CWI85_30435 FRZ02_08950 Salbus254_1310 SSHG_04865
XNR_1127	GO:0016021	CWI85_35020 FRZ02_09290 Salbus254_1375 SSHG_04791
XNR_4213	GO:0003677	CWI85_01125 FRZ02_27075 Salbus254_4436 SSHG_01727
XNR_1650	GO:0016021	Salbus254_1914 SSHG_04274
XNR_3068	GO:0003824	CLM82_02300 CWI85_18485 FE156_14780 FRZ02_00985 Salbus254_3270 SSHG_02876
XNR_0536	GO:0005198	CLM82_08115 FRZ02_06455 Salbus254_0805 SSHG_05389
XNR_4961	GO:0019491; GO:0030170; GO:0045303; GO:0047307	CLM82_11160 CWI85_01715 Salbus254_5225 SSHG_00983
XNR_5755	GO:0015267; GO:0016021	CWI85_01460 Salbus254_6131 SSHG_00199
XNR_2860	GO:0003700	CWI85_25305 FRZ02_30265 Salbus254_3073 SSHG_03086
XNR_3624	GO:0005506; GO:0009234; GO:0016765; GO:0046992; GO:0051539	Salbus254_3818 SSHG_02306
XNR_5179	GO:0005506; GO:0009055	Salbus254_5449 SSHG_00768
XNR_3328	GO:0004792	CLM82_06105 Salbus254_3533 SSHG_02609
XNR_1416	GO:0016021	FRZ02_10730 Salbus254_1678 SSHG_04511
XNR_3711	GO:0003735; GO:0005840; GO:0006412	CLM82_29660 CWI85_31735 EQK42_06680 FRZ02_24530 Salbus254_3915 SSHG_02221
XNR_0821	GO:0051213	FRZ02_07645 SSHG_05104
XNR_5146	GO:0005524; GO:0005975; GO:0046316	FRZ02_18695 Salbus254_5416 SSHG_00800
XNR_3248	GO:0035435; GO:0042301; GO:0043190	CWI85_34315 Salbus254_3449 SSHG_02689
XNR_1545	GO:0004784; GO:0016151	CLM82_13735 CWI85_28985 FRZ02_11385 Salbus254_1808 SSHG_04379
XNR_1578	GO:0004748; GO:0005971; GO:0006260; GO:0009263; GO:0016021; GO:0046872	CWI85_36920 EQK42_13035 FRZ02_11545 Salbus254_1842 SSHG_04345
XNR_4071	GO:0003677; GO:0006355	CLM82_30325 CWI85_08350 FRZ02_26365 Salbus254_4296 SSHG_01863
XNR_0087	GO:0009055	CLM82_07675 CWI85_03505 FE156_01250 FRZ02_04120 Salbus254_0347 SSHG_05831
XNR_1060	GO:0003677; GO:0005524; GO:0008270; GO:0045892	CWI85_30425 FRZ02_08940 Salbus254_1308 SSHG_04867
XNR_1122	GO:0003723; GO:0004521; GO:0004534; GO:0005737; GO:0006364; GO:0008270	CWI85_34995 FRZ02_09265 Salbus254_1370 SSHG_04796
XNR_1410	GO:0000287; GO:0004743; GO:0016301; GO:0030955	Salbus254_1672 SSHG_04518
XNR_5194	GO:0005887; GO:0008320; GO:0033281; GO:0043953	CWI85_08520 FRZ02_18935 Salbus254_5464 SSHG_00753
XNR_0980	GO:0000160; GO:0003677; GO:0006355	CWI85_31285 FRZ02_08425 Salbus254_1208 SSHG_04948
XNR_4178	GO:0004519; GO:0006281	CWI85_00545 FRZ02_26890 Salbus254_4406 SSHG_01759
XNR_2282	GO:0016021	FRZ02_15015 SSHG_03637
XNR_3771	GO:0006006; GO:0016620; GO:0050661; GO:0051287	Salbus254_3975 SSHG_02164
XNR_0091	GO:0006520; GO:0016829	CLM82_07695 FRZ02_04140 SSHG_05827
XNR_2019	GO:0003677; GO:0006355	CWI85_35215 SSHG_03913
XNR_3640	GO:0005886; GO:0016021; GO:0042773; GO:0048038; GO:0050136	CLM82_21125 CWI85_29745 EQK42_15490 FE156_18460 FRZ02_31435 Salbus254_3837 SSHG_02290
XNR_0731	GO:0004133; GO:0004553; GO:0005980	CWI85_18265 FRZ02_07240 Salbus254_0964 SSHG_05192
XNR_2398	GO:0003824; GO:0005992	Salbus254_2650 SSHG_03525
XNR_3571	GO:0016021	CLM82_11375 FE156_18110 Salbus254_3768 SSHG_02357
XNR_5482	GO:0003677; GO:0003700	CWI85_05330 SSHG_00465
XNR_2252	GO:0006189; GO:0006730; GO:0008864; GO:0016742	CWI85_03775 FRZ02_14860 Salbus254_2503 SSHG_03670
XNR_1141	GO:0003919; GO:0005524; GO:0006747; GO:0008531; GO:0009231; GO:0009398	Salbus254_1390 SSHG_04777
XNR_1905	GO:0016021	CWI85_37620 SSHG_04026
XNR_5007	GO:0004316; GO:0006633; GO:0051287; GO:0102131; GO:0102132	CLM82_02605 CWI85_04690 EQK42_08670 FE156_25180 FRZ02_17955 Salbus254_5272 SSHG_00939
XNR_3804	GO:0000160; GO:0003677; GO:0006355	CLM82_03910 CWI85_17880 EQK42_02040 FE156_19240 FRZ02_25010 Salbus254_4009 SSHG_02131
XNR_0805	GO:0015075; GO:0016021	CWI85_28690 FRZ02_07560 Salbus254_1034 SSHG_05119
XNR_4318	GO:0008080	Salbus254_4552 SSHG_01616
XNR_4852	GO:0005384; GO:0005623; GO:0016021; GO:0030026	FRZ02_17280 Salbus254_5118 SSHG_01086
XNR_3697	GO:0003735; GO:0005840; GO:0006412	CLM82_29590 CWI85_36535 EQK42_06610 FRZ02_24460 Salbus254_3901 SSHG_02234
XNR_3166	GO:0016021	CWI85_30215 FRZ02_01470 Salbus254_3371 SSHG_02771
XNR_3323	GO:0000160; GO:0003677; GO:0006355	CLM82_03715 CWI85_19310 FE156_13530 FRZ02_17610 Salbus254_3528 SSHG_02614
XNR_1653	GO:0005887; GO:0008320; GO:0033281; GO:0043953	CLM82_18450 CWI85_10510 EQK42_27590 FE156_08825 FRZ02_11920 Salbus254_1917 SSHG_04270
XNR_2248	GO:0005509	CWI85_19675 FE156_11785 Salbus254_2499 SSHG_03674
XNR_2458	GO:0043190; GO:0055085	CWI85_05995 FRZ02_32290 Salbus254_2708 SSHG_03463
XNR_2268	GO:0004108; GO:0006099	FRZ02_14945 Salbus254_2520 SSHG_03654
XNR_5565	GO:0016787	CLM82_26080 CWI85_07020 FRZ02_20870 Salbus254_5838 SSHG_00382
XNR_1233	GO:0003684; GO:0006284; GO:0006289; GO:0008270; GO:0008534; GO:0140078	CWI85_24090 FRZ02_09825 Salbus254_1494 SSHG_04686
XNR_4398	GO:0004553; GO:0005975; GO:0016616	Salbus254_4635 SSHG_01537
XNR_5103	GO:0016740	Salbus254_5374 SSHG_00844
XNR_3004	GO:0003735; GO:0005840; GO:0006412	CLM82_06805 CWI85_30750 EQK42_17695 FE156_15115 FRZ02_00655 Salbus254_3205 SSHG_02940
XNR_1304	GO:0009081; GO:0052654; GO:0052655; GO:0052656	CLM82_31910 CWI85_06680 FRZ02_10165 Salbus254_1565 SSHG_04624
XNR_3936	GO:0000104; GO:0006099; GO:0016021; GO:0045281; GO:0046872	CLM82_02735 CWI85_32945 EQK42_23550 FE156_19905 FRZ02_25710 Salbus254_4157 SSHG_01998
XNR_4917	GO:0005737; GO:0008360	CLM82_16175 CWI85_00380 FRZ02_16955 Salbus254_5181 SSHG_01025
XNR_4116	GO:0005524	CLM82_11670 CWI85_02715 FRZ02_26585 SSHG_01822
XNR_3044	GO:0009055; GO:0010181; GO:0016652; GO:0016661; GO:0016787	CWI85_05565 FRZ02_00865 Salbus254_3245 SSHG_02900
XNR_2157	GO:0016620	FRZ02_14490 SSHG_03778
XNR_3470	GO:0000160; GO:0003677; GO:0006355	FRZ02_15980 Salbus254_3665 SSHG_02466
XNR_4030	GO:0016021	CWI85_26210 FRZ02_26170 Salbus254_4250 SSHG_01905
XNR_3048	GO:0016740	CLM82_31960 CWI85_11045 EQK42_15025 FE156_14880 FRZ02_00885 SSHG_02896
XNR_3438	GO:0005886; GO:0016021; GO:0055085	Salbus254_3633 SSHG_02500
XNR_3105	GO:0003824; GO:0016021	Salbus254_3308 SSHG_02838
XNR_3865	GO:0000166; GO:0004775; GO:0006099; GO:0048037	CWI85_26150 FRZ02_25375 Salbus254_4084 SSHG_02068
XNR_3469	GO:0000155; GO:0016021; GO:0046983	CWI85_06590 SSHG_02467
XNR_2158	GO:0016747	CWI85_09835 FRZ02_14495 SSHG_03777
XNR_4749	GO:0016874	CLM82_05640 CWI85_06705 Salbus254_5013 SSHG_01188
XNR_1839	GO:0005886; GO:0008643; GO:0016021; GO:0055085	CWI85_17645 Salbus254_2096 SSHG_04091
XNR_3028	GO:0016021	FRZ02_00780 Salbus254_3229 SSHG_02916
XNR_2605	GO:0016491	CWI85_10495 Salbus254_2831 SSHG_03329
XNR_4724	GO:0004129; GO:0005507; GO:0016021	CWI85_17715 FRZ02_29770 Salbus254_4987 SSHG_01215
XNR_0632	GO:0016810	CLM82_04985 CWI85_03575 FRZ02_06745 Salbus254_0864 SSHG_05293
XNR_0296	GO:0005524; GO:0016887	Salbus254_0556 SSHG_05630
XNR_1252	GO:0003677; GO:0030261	CWI85_03540 FRZ02_09920 Salbus254_1513 SSHG_04669
XNR_3033	GO:0016021	CLM82_27470 CWI85_01610 EQK42_05550 FE156_14965 FRZ02_00805 Salbus254_3234 SSHG_02911
XNR_0170	GO:0005887; GO:0008932; GO:0009252; GO:0016829; GO:0071555	Salbus254_0432 SSHG_05747
XNR_0311	GO:0008982; GO:0009401; GO:0016301	FRZ02_05230 SSHG_05616
XNR_0084	GO:0003677; GO:0006355	CWI85_03490 FRZ02_04105 SSHG_05834
XNR_4336	GO:0008360; GO:0016021	CWI85_34625 FRZ02_27730 Salbus254_4570 SSHG_01600
XNR_5187	GO:0000287; GO:0000502; GO:0005524; GO:0010498; GO:0016879; GO:0019787; GO:0019941; GO:0070490	CWI85_21945 EQK42_11205 FRZ02_18900 Salbus254_5457 SSHG_00760
XNR_0168	GO:0008726	Salbus254_0430 SSHG_05749
XNR_2074	GO:0003677; GO:0003700	CWI85_23480 FRZ02_14055 Salbus254_2339 SSHG_03859
XNR_4510	GO:0000036; GO:0005737	CLM82_02880 CWI85_33835 EQK42_02860 FRZ02_28575 Salbus254_4748 SSHG_01430
XNR_4224	GO:0008783; GO:0046872	CLM82_09690 EQK42_14490 FRZ02_27130 Salbus254_4447 SSHG_01714
XNR_5698	GO:0003735; GO:0005840; GO:0006412	CWI85_09390 FRZ02_21495 Salbus254_6062 SSHG_00253
XNR_3976	GO:0005886; GO:0016021; GO:0022857	CWI85_26070 FRZ02_25905 SSHG_01958
XNR_3610	GO:0016021	CWI85_17960 FRZ02_15255 SSHG_02319
XNR_4733	GO:0000162; GO:0000287; GO:0004048	CLM82_06935 CWI85_17670 EQK42_05770 FRZ02_29815 Salbus254_4996 SSHG_01206
XNR_4919	GO:0006006; GO:0016620; GO:0050661; GO:0051287	CLM82_16165 CWI85_00370 FRZ02_16945 Salbus254_5183 SSHG_01023
XNR_0056	GO:0016787	FRZ02_03975 Salbus254_0317 SSHG_05860
XNR_1451	GO:0043856	CWI85_20285 FE156_07800 FRZ02_10905 Salbus254_1713 SSHG_04475
XNR_2878	GO:0000287; GO:0004845; GO:0005525; GO:0006223; GO:0009116; GO:0044206	CLM82_30095 CWI85_22045 EQK42_30855 FRZ02_00055 Salbus254_3093 SSHG_03067
XNR_1126	GO:0016021	CWI85_35015 FRZ02_09285 Salbus254_1374 SSHG_04792
XNR_5359	GO:0016787	Salbus254_5629 SSHG_00596
XNR_4680	GO:0016787	CWI85_29505 Salbus254_4944 SSHG_01259
XNR_5386	GO:0004750; GO:0005975; GO:0006098; GO:0046872	CLM82_21335 CWI85_04980 FRZ02_19950 Salbus254_5656 SSHG_00568
XNR_0683	GO:0003677; GO:0003700; GO:0006352; GO:0016987	FRZ02_07000 SSHG_05241
XNR_0768	GO:0016787	Salbus254_0998 SSHG_05157
XNR_5520	GO:0016021	Salbus254_5794 SSHG_00427
XNR_5287	GO:0016787	FRZ02_19460 Salbus254_5557 SSHG_00660
XNR_5313	GO:0016021	Salbus254_5583 SSHG_00640
XNR_5229	GO:0003743; GO:0005737	CLM82_18500 CWI85_03085 EQK42_13510 FE156_26325 FRZ02_19115 Salbus254_5499 SSHG_00718
XNR_3740	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14730 CWI85_36255 EQK42_05280 FE156_18920 FRZ02_24680 Salbus254_3944 SSHG_02195
XNR_5821	GO:0005886; GO:0016021; GO:0055085	CLM82_32545 CWI85_17305 Salbus254_6202 SSHG_00132
XNR_5064	GO:0005525; GO:0042254	CLM82_23835 CWI85_20955 FRZ02_18260 Salbus254_5330 SSHG_00884
XNR_1001	GO:0016491	CLM82_01665 Salbus254_1248 SSHG_04928
XNR_1474	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:0046872	CLM82_28135 CWI85_22345 EQK42_04070 FE156_07915 FRZ02_11020 Salbus254_1736 SSHG_04448 SSHG_04451
XNR_4175	GO:0003677; GO:0006355	Salbus254_4403 SSHG_01762
XNR_5603	GO:0008168	FRZ02_21055 Salbus254_5970 SSHG_00344
XNR_2064	GO:0003824; GO:0016021	CWI85_23430 Salbus254_2329 SSHG_03869
XNR_0456	GO:0043880	CWI85_31925 FE156_03030 FRZ02_06050 Salbus254_0725 SSHG_05468
XNR_4210	GO:0016829	Salbus254_4433 SSHG_01730
XNR_2979	GO:0016021	CWI85_18160 FRZ02_00525 Salbus254_3181 SSHG_02965
XNR_4158	GO:0016787	CWI85_22125 SSHG_01778
XNR_3023	GO:0003677; GO:0006355	CLM82_27420 CWI85_24990 FRZ02_00755 Salbus254_3224 SSHG_02921
XNR_1613	GO:0003677; GO:0005737; GO:0006355; GO:0035731; GO:0046872; GO:0051539	CWI85_30385 FRZ02_11720 SSHG_04312
XNR_4767	GO:0003677; GO:0006281; GO:0008270; GO:0008833	CLM82_05970 FRZ02_29990 SSHG_01170
XNR_1478	GO:0004795; GO:0009088; GO:0030170	FE156_07935 FRZ02_11040 Salbus254_1740 SSHG_04444
XNR_1052	GO:0003723; GO:0004523; GO:0005737; GO:0006401; GO:0030145	CLM82_32250 CWI85_06335 FRZ02_08900 Salbus254_1300 SSHG_04876
XNR_3038	GO:0008658	CWI85_26505 FRZ02_00835 SSHG_02906
XNR_0302	GO:0003995; GO:0050660	CWI85_01015 Salbus254_0562 SSHG_05624
XNR_5407	GO:0016021; GO:0034257	CWI85_11665 FRZ02_20060 Salbus254_5677 SSHG_00547
XNR_5182	GO:0010498; GO:0019941; GO:0031386; GO:0070490; GO:0070628	CLM82_31685 CWI85_19955 EQK42_11230 FE156_26090 FRZ02_18875 Salbus254_5452 SSHG_00765
XNR_2626	GO:0003700	CWI85_15885 FRZ02_23780 Salbus254_2852 SSHG_03309
XNR_4826	GO:0000105; GO:0004424; GO:0005737	CLM82_02350 CWI85_30950 EQK42_11655 FE156_24270 FRZ02_17405 Salbus254_5092 SSHG_01112
XNR_0027	GO:0005524; GO:0008662	FRZ02_03875 SSHG_05887
XNR_4678	GO:0004371; GO:0006071	CWI85_25550 Salbus254_4942 SSHG_01260
XNR_2499	GO:0003677; GO:0006355	Salbus254_2746 SSHG_03425
XNR_2980	GO:0016755; GO:0044038	CWI85_18165 FE156_15240 FRZ02_00530 Salbus254_3182 SSHG_02964
XNR_5274	GO:0016021	Salbus254_5544 SSHG_00675
XNR_1602	GO:0006777	Salbus254_1866 SSHG_04323
XNR_4970	GO:0005524; GO:0008817; GO:0009236	CLM82_11115 CWI85_10255 FE156_24980 FRZ02_16690 Salbus254_5234 SSHG_00974
XNR_0804	GO:0005451; GO:0016021	CWI85_05440 FRZ02_07555 Salbus254_1033 SSHG_05120
XNR_2290	GO:0004648; GO:0005737; GO:0006564; GO:0008615; GO:0030170	FRZ02_15055 Salbus254_2543 SSHG_03629
XNR_3993	GO:0016021	CLM82_32940 CWI85_33805 FRZ02_25990 SSHG_01941
XNR_0225	GO:0016021	Salbus254_0487 SSHG_05692
XNR_0252	GO:0005524	CLM82_22565 CWI85_09935 FRZ02_04935 Salbus254_0514 SSHG_05669
XNR_3114	GO:0003677; GO:0003700	FRZ02_01220 Salbus254_3317 SSHG_02829
XNR_3311	GO:0008742	CLM82_18080 CWI85_37010 Salbus254_3513 SSHG_02627
XNR_5780	GO:0008080	CWI85_20450 Salbus254_6154 SSHG_00173
XNR_0810	GO:0004497; GO:0005506; GO:0016705; GO:0020037	CWI85_36200 FRZ02_07585 Salbus254_1039 SSHG_05115
XNR_2327	GO:0016021	CWI85_33915 FRZ02_31580 Salbus254_2580 SSHG_03593
XNR_3378	GO:0016787	CWI85_27065 Salbus254_3575 SSHG_02560
XNR_0978	GO:0005524; GO:0016887	CWI85_19215 FRZ02_08415 Salbus254_1206 SSHG_04950
XNR_5560	GO:0004076; GO:0005506; GO:0009102; GO:0051537; GO:0051539	FRZ02_20845 Salbus254_5833 SSHG_00387
XNR_0383	GO:0008270; GO:0016853	CWI85_00975 FRZ02_05690 Salbus254_0646 SSHG_05541
XNR_4622	GO:0008233; GO:0016021	CWI85_26385 FRZ02_29135 SSHG_01316
XNR_4766	GO:0042128	Salbus254_5030 SSHG_01171
XNR_5760	GO:0016021	Salbus254_6136 SSHG_00193
XNR_4737	GO:0000160; GO:0003677; GO:0006355	CWI85_19255 EQK42_05750 FRZ02_29835 Salbus254_5001 SSHG_01201
XNR_5086	GO:0004252; GO:0005576	CLM82_21910 FRZ02_18370 Salbus254_5352 SSHG_00863
XNR_1581	GO:0006412; GO:0042586; GO:0046872	CLM82_21840 CWI85_36935 FRZ02_11560 Salbus254_1845 SSHG_04342
XNR_1112	GO:0016021	CWI85_19910 FRZ02_09205 SSHG_04810
XNR_4843	GO:0016021	CWI85_04750 Salbus254_5109 SSHG_01096
XNR_5328	GO:0016757	CWI85_09065 Salbus254_5598 SSHG_00627
XNR_0645	GO:0003677; GO:0006355	FRZ02_06810 Salbus254_0877 SSHG_05279
XNR_1508	GO:0003677; GO:0003700	CWI85_33500 Salbus254_1771 SSHG_04414
XNR_5130	GO:0016491	Salbus254_5400 SSHG_00816
XNR_1645	GO:0016021; GO:0046873	CLM82_23890 FRZ02_11880 Salbus254_1909 SSHG_04279
XNR_3870	GO:0003937; GO:0004643; GO:0006189	Salbus254_4089 SSHG_02063
XNR_5622	GO:0016021; GO:0055085	Salbus254_5989 SSHG_00325
XNR_4781	GO:0008168	CWI85_10435 FRZ02_30185 SSHG_01156
XNR_0720	GO:0009236; GO:0016852	Salbus254_0953 SSHG_05203
XNR_2908	GO:0006629; GO:0008081	CWI85_08030 FRZ02_00205 SSHG_03038
XNR_2510	GO:0008271; GO:0016021	CWI85_35650 Salbus254_2757 SSHG_03415
XNR_2635	GO:0016021	CWI85_33695 FRZ02_23730 Salbus254_2861 SSHG_03300
XNR_2949	GO:0003677; GO:0003700	Salbus254_3166 SSHG_02997
XNR_4144	GO:0016021; GO:0022857	CWI85_23675 SSHG_01794
XNR_5623	GO:0016491	CWI85_06195 Salbus254_5990 SSHG_00324
XNR_3745	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14700 CWI85_36285 EQK42_05250 FE156_18950 FRZ02_24710 Salbus254_3949 SSHG_02190
XNR_1084	GO:0022857; GO:0043190; GO:0071705	CLM82_05505 CWI85_01345 FRZ02_09060 Salbus254_1332 SSHG_04842
XNR_1801	GO:0003868; GO:0009072; GO:0046872	CWI85_01745 Salbus254_2063 SSHG_04128
XNR_0177	GO:0016021; GO:0016787	CLM82_14960 Salbus254_0439 SSHG_05740
XNR_4042	GO:0005524; GO:0016887; GO:0043215; GO:1900753	CWI85_35715 FRZ02_26225 SSHG_01891
XNR_4808	GO:0005886; GO:0006814; GO:0015299; GO:0016021	FRZ02_30045 Salbus254_5072 SSHG_01129
XNR_5167	GO:0004368; GO:0006072; GO:0009331	CLM82_04030 CWI85_17565 FRZ02_18800 Salbus254_5437 SSHG_00780
XNR_5507	GO:0005886; GO:0008360; GO:0009252; GO:0016021; GO:0016311; GO:0046677; GO:0050380; GO:0071555	Salbus254_5780 SSHG_00441
XNR_1216	GO:0003723	CLM82_12320 CWI85_36875 EQK42_10615 FE156_06585 FRZ02_09730 Salbus254_1467 SSHG_04705
XNR_5352	GO:0000967; GO:0004518; GO:0005737	CLM82_28690 CWI85_24475 FE156_27050 FRZ02_19780 Salbus254_5622 SSHG_00603
XNR_1769	GO:0016021	CWI85_37415 FRZ02_12490 SSHG_04159
XNR_1319	GO:0000287; GO:0004455; GO:0009097; GO:0009099; GO:0016853; GO:0050661	CLM82_18320 CWI85_32240 EQK42_10335 FRZ02_10235 Salbus254_1580 SSHG_04611
XNR_4391	GO:0003677; GO:0003700	CWI85_18430 FRZ02_27995 Salbus254_4628 SSHG_01544
XNR_3805	GO:0003677; GO:0003700; GO:0006352; GO:0016987	CLM82_03905 CWI85_17885 EQK42_02045 FRZ02_25015 Salbus254_4010 SSHG_02130
XNR_5272	GO:0016021	CWI85_11450 FRZ02_19385 Salbus254_5542 SSHG_00677
XNR_2110	GO:0004497	CWI85_25040 SSHG_03822
XNR_4916	GO:0005524; GO:0005525; GO:0016301	CWI85_00385 EQK42_01315 FRZ02_16960 Salbus254_5180 SSHG_01026
XNR_1034	GO:0003677; GO:0006355	Salbus254_1283 SSHG_04893
XNR_0932	GO:0016021	Salbus254_1165 SSHG_04998
XNR_2307	GO:0016021	CLM82_11875 CWI85_19385 FRZ02_15140 Salbus254_2560 SSHG_03612
XNR_1775	GO:0016021; GO:0022857	CWI85_37445 FRZ02_12520 Salbus254_2034 SSHG_04153
XNR_2453	GO:0016021	CLM82_04255 CWI85_07435 FRZ02_32265 SSHG_03468
XNR_3635	GO:0008137; GO:0010181; GO:0046872; GO:0048038; GO:0051287; GO:0051539	CLM82_15280 CWI85_29915 FRZ02_31460 Salbus254_3832 SSHG_02295
XNR_4139	GO:0006071; GO:0006094; GO:0042132; GO:0046872	Salbus254_4366 SSHG_01799
XNR_5505	GO:0003824	Salbus254_5778 SSHG_00443
XNR_4809	GO:0016787	Salbus254_5073 SSHG_01128
XNR_5025	GO:0016021	CLM82_06305 EQK42_22435 FRZ02_18040 Salbus254_5290 SSHG_00921
XNR_1647	GO:0048037	Salbus254_1911 SSHG_04277
XNR_2486	GO:0005887; GO:0015103	CWI85_07640 FRZ02_32410 Salbus254_2735 SSHG_03439
XNR_3010	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265; GO:0046872	CWI85_23950 FRZ02_00690 Salbus254_3211 SSHG_02933
XNR_5092	GO:0016787	CWI85_21610 Salbus254_5358 SSHG_00857
XNR_1952	GO:0000271; GO:0003979; GO:0051287	CWI85_29410 Salbus254_2216 SSHG_03980
XNR_3466	GO:0016021	FRZ02_16000 SSHG_02470
XNR_1369	GO:0005887; GO:0055085	Salbus254_1631 SSHG_04559
XNR_4773	GO:0003677	Salbus254_5037 SSHG_01164
XNR_1157	GO:0005886; GO:0016021; GO:0055085	CWI85_01685 FRZ02_09435 SSHG_04762
XNR_1570	GO:0004553; GO:0005975	FRZ02_11505 SSHG_04354
XNR_1407	GO:0003872; GO:0005524; GO:0005737; GO:0006002; GO:0046872; GO:0047334	CLM82_22960 CWI85_17795 FE156_07520 FRZ02_10680 Salbus254_1669 SSHG_04521
XNR_1480	GO:0008836; GO:0009089; GO:0030170	CWI85_34135 FRZ02_11050 Salbus254_1742 SSHG_04442
XNR_5322	GO:0000049; GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:0046872	CWI85_32375 FRZ02_19630 Salbus254_5592 SSHG_00633
XNR_1496	GO:0008658; GO:0051301	Salbus254_1758 SSHG_04427
XNR_3933	GO:0006099; GO:0008177; GO:0009055; GO:0046872; GO:0051537; GO:0051538; GO:0051539	CWI85_32930 FRZ02_25695 Salbus254_4154 SSHG_02001
XNR_5791	GO:0015128; GO:0016021	CLM82_13170 CWI85_00830 FRZ02_21985 Salbus254_6172 SSHG_00163
XNR_5677	GO:0016021	CWI85_26620 FRZ02_21400 Salbus254_6043 SSHG_00273
XNR_5015	GO:0004647; GO:0006564	CWI85_01395 FRZ02_17990 Salbus254_5280 SSHG_00931
XNR_2798	GO:0016021	CLM82_04960 FRZ02_22965 SSHG_03141
XNR_5325	GO:0016021	Salbus254_5595 SSHG_00630
XNR_3906	GO:0016021	CWI85_02120 FRZ02_25585 SSHG_02027
XNR_3961	GO:0016740; GO:0016788	CWI85_10080 FRZ02_25835 Salbus254_4181 SSHG_01973
XNR_4344	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_28430 CWI85_24060 EQK42_18780 FE156_21820 FRZ02_27770 SSHG_01591
XNR_0297	GO:0003884; GO:0046416; GO:0071949	Salbus254_0557 SSHG_05629
XNR_4424	GO:0031411; GO:0031412	Salbus254_4661 SSHG_01511
XNR_3735	GO:0003729; GO:0003735; GO:0006412; GO:0015935; GO:0019843	CLM82_14755 CWI85_36230 EQK42_05305 FE156_18895 FRZ02_24655 Salbus254_3939 SSHG_02200
XNR_3731	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14775 CWI85_35570 FE156_18875 FRZ02_24635 FRZ02_31260 Salbus254_3935 SSHG_02204
XNR_1746	GO:0004553; GO:0030245	FRZ02_12395 Salbus254_2010 SSHG_04183
XNR_4121	GO:0004601; GO:0006979; GO:0008785; GO:0032843; GO:0051920	CLM82_11645 CWI85_26440 FRZ02_26610 Salbus254_4347 SSHG_01817
XNR_1431	GO:0016740	Salbus254_1693 SSHG_04496
XNR_4528	GO:0005623; GO:0016209; GO:0016491; GO:0045454	CLM82_16510 CWI85_27285 Salbus254_4790 SSHG_01411
XNR_2512	GO:0005524; GO:0046872	FRZ02_32530 SSHG_03413
XNR_4381	GO:0016787	Salbus254_4618 SSHG_01554
XNR_1780	GO:0008982; GO:0009401; GO:0016301	CLM82_21635 CWI85_20195 EQK42_13945 FRZ02_12545 Salbus254_2043 SSHG_04149
XNR_4429	GO:0031411; GO:0031412	Salbus254_4666 SSHG_01506
XNR_1996	GO:0005524; GO:0016887	CWI85_23375 FRZ02_13615 SSHG_03938
XNR_5575	GO:0016746	FRZ02_20920 Salbus254_5848 SSHG_00372
XNR_1223	GO:0006808; GO:0030234	CLM82_07490 CWI85_03410 EQK42_20900 FE156_06620 FRZ02_09770 Salbus254_1474 SSHG_04698
XNR_2528	GO:0005887; GO:0055085	FRZ02_32610 Salbus254_2775 SSHG_03399
XNR_4383	GO:0005524; GO:0005737; GO:0006260; GO:0006457; GO:0008270; GO:0009408; GO:0031072; GO:0051082	CWI85_24895 FRZ02_27955 Salbus254_4620 SSHG_01552
XNR_2246	GO:0003700; GO:0043565	CWI85_19665 SSHG_03676
XNR_2517	GO:0004497	CWI85_27820 FRZ02_32555 SSHG_03408
XNR_0719	GO:0005886; GO:0016021; GO:0055085	Salbus254_0952 SSHG_05204
XNR_4309	GO:0015035	CLM82_27600 CWI85_34780 EQK42_01605 FRZ02_27575 Salbus254_4543 SSHG_01625
XNR_1732	GO:0022857; GO:0043190; GO:0071705	CLM82_09865 CWI85_24330 FE156_09215 Salbus254_1996 SSHG_04195
XNR_4503	GO:0006979	CLM82_30610 CWI85_36095 FRZ02_28540 Salbus254_4741 SSHG_01437
XNR_0833	GO:0016021	Salbus254_1063 SSHG_05094
XNR_4616	GO:0003824; GO:0009058	CWI85_26355 SSHG_01322
XNR_2671	GO:0008236	FE156_26505 FRZ02_19205 Salbus254_2897 SSHG_03263
XNR_1438	GO:0003985	CWI85_07295 EQK42_17355 FRZ02_10840 Salbus254_1700 SSHG_04489
XNR_1164	GO:0016114; GO:0016853; GO:0019288; GO:0030604; GO:0046872; GO:0070402	CWI85_28220 FRZ02_09470 Salbus254_1414 SSHG_04755
XNR_2368	GO:0005507; GO:0055070	CWI85_01960 Salbus254_2620 SSHG_03554
XNR_0968	GO:0003677; GO:0003700	CWI85_17820 FRZ02_08365 Salbus254_1196 SSHG_04960
XNR_3653	GO:0006857; GO:0016021; GO:1904680	Salbus254_3850 SSHG_02278
XNR_5478	GO:0016021	Salbus254_5750 SSHG_00469
