# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4268864	4269232	+	AGI90074.1			50S ribosomal protein L14			XNR_3739	369	122	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4269235	4269558	+							XNR_3740	324		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4269235	4269558	+	AGI90075.1			50S ribosomal protein L24			XNR_3740	324	107	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4269558	4270115	+							XNR_3741	558		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4269558	4270115	+	AGI90076.1			50S ribosomal protein L5			XNR_3741	558	185	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4270119	4270304	+							XNR_3742	186		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4270119	4270304	+	AGI90077.1			30S ribosomal protein S14 type Z			XNR_3742	186	61	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4270554	4270952	+							XNR_3743	399		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4270554	4270952	+	AGI90078.1			30S ribosomal protein S8			XNR_3743	399	132	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4270974	4271513	+							XNR_3744	540		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4270974	4271513	+	AGI90079.1			50S ribosomal protein L6			XNR_3744	540	179	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4271517	4271900	+							XNR_3745	384		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4271517	4271900	+	AGI90080.1			50S ribosomal protein L18			XNR_3745	384	127	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4271967	4272569	+							XNR_3746	603		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4271967	4272569	+	AGI90081.1			30S ribosomal protein S5			XNR_3746	603	200	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4272569	4272751	+							XNR_3747	183		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4272569	4272751	+	AGI90082.1			50S ribosomal protein L30			XNR_3747	183	60	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4272753	4273208	+							XNR_3748	456		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4272753	4273208	+	AGI90083.1			50S ribosomal protein L15			XNR_3748	456	151	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4273443	4274756	+							XNR_3749	1314		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4273443	4274756	+	AGI90084.1			Preprotein translocase secY subunit			XNR_3749	1314	437	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4274756	4275412	+							XNR_3750	657		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4274756	4275412	+	AGI90085.1			Adenylate kinase			XNR_3750	657	218	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4275558	4276394	+							XNR_3751	837		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4275558	4276394	+	AGI90086.1			Methionine aminopeptidase			XNR_3751	837	278	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4276642	4276863	+							XNR_3752	222		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4276642	4276863	+	AGI90087.1			Translation initiation factor IF-1 1			XNR_3752	222	73	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4276928	4277041	+							XNR_3753	114		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4276928	4277041	+	AGI90088.1			50S ribosomal protein L36			XNR_3753	114	37	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4277263	4277643	+							XNR_3754	381		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4277263	4277643	+	AGI90089.1			30S ribosomal protein S13			XNR_3754	381	126	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4277709	4278113	+							XNR_3755	405		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4277709	4278113	+	AGI90090.1			30S ribosomal protein S11			XNR_3755	405	134	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4278275	4279297	+							XNR_3756	1023		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4278275	4279297	+	AGI90091.1			DNA-directed RNA polymerase alpha subunit			XNR_3756	1023	340	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4279684	4280184	+							XNR_3757	501		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4279684	4280184	+	AGI90092.1			50S ribosomal protein L17			XNR_3757	501	166	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4280273	4281160	+							XNR_3758	888		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4280273	4281160	+	AGI90093.1			tRNA pseudouridine synthase A			XNR_3758	888	295	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4281171	4282049	-							XNR_3759	879		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4281171	4282049	-	AGI90094.1			Hypothetical protein			XNR_3759	879	292	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4282360	4282803	+							XNR_3760	444		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4282360	4282803	+	AGI90095.1			50S ribosomal protein L13			XNR_3760	444	147	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4282847	4283350	+							XNR_3761	504		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4282847	4283350	+	AGI90096.1			30S ribosomal protein S9			XNR_3761	504	167	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4283636	4284997	+							XNR_3762	1362		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4283636	4284997	+	AGI90097.1			Phosphoglucosamine mutase			XNR_3762	1362	453	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4285077	4286054	-							XNR_3763	978		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4285077	4286054	-	AGI90098.1			Pantothenate kinase			XNR_3763	978	325	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4286141	4286476	+							XNR_3764	336		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4286141	4286476	+	AGI90099.1			Hypothetical protein			XNR_3764	336	111	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4286502	4287062	+							XNR_3765	561		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4286502	4287062	+	AGI90100.1			MOSC domain-containing protein			XNR_3765	561	186	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4287207	4289108	+							XNR_3766	1902		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4287207	4289108	+	AGI90101.1			Glucosamine-fructose-6-phosphate aminotransferase			XNR_3766	1902	633	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4289219	4290403	+							XNR_3767	1185		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4289219	4290403	+	AGI90102.1			Magnesium or manganese-dependent protein phosphatase			XNR_3767	1185	394	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4290551	4292347	+							XNR_3768	1797		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4290551	4292347	+	AGI90103.1			Hypothetical protein			XNR_3768	1797	598	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4292469	4293389	+							XNR_3769	921		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4292469	4293389	+	AGI90104.1			AraC-family transcriptional regulator			XNR_3769	921	306	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4293401	4294297	-							XNR_3770	897		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4293401	4294297	-	AGI90105.1			Alpha/beta hydrolase fold-domain-containing protein			XNR_3770	897	298	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4294441	4295442	+							XNR_3771	1002		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4294441	4295442	+	AGI90106.1			Glyceraldehyde 3-phosphate dehydrogenase			XNR_3771	1002	333	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4295645	4296013	+							XNR_3772	369		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4295645	4296013	+	AGI90107.1			Holo-[acyl-carrier protein] synthase			XNR_3772	369	122	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4296069	4297547	+							XNR_3773	1479		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4296069	4297547	+	AGI90108.1			YjeF-related protein			XNR_3773	1479	492	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4297634	4298086	-							XNR_3774	453		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4297634	4298086	-	AGI90109.1			Hypothetical protein			XNR_3774	453	150	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4298209	4298403	-							XNR_3775	195		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4298209	4298403	-	AGI90110.1			Hypothetical protein			XNR_3775	195	64	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4298598	4299341	+							XNR_3776	744		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4298598	4299341	+	AGI90111.1			Lipoprotein			XNR_3776	744	247	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4299322	4299615	-							XNR_3777	294		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4299322	4299615	-	AGI90112.1			Hypothetical protein			XNR_3777	294	97	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4299679	4300050	-							XNR_3778	372		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4299679	4300050	-	AGI90113.1			Hypothetical protein			XNR_3778	372	123	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4300171	4301019	+							XNR_3779	849		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4300171	4301019	+	AGI90114.1			Helix-turn-helix domain-containing protein			XNR_3779	849	282	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4301016	4301210	+							XNR_3780	195		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4301016	4301210	+	AGI90115.1			regulatory protein			XNR_3780	195	64	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4301516	4302151	+							XNR_3781	636		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4301516	4302151	+	AGI90116.1			Hypothetical protein			XNR_3781	636	211	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4302249	4302674	+							XNR_3782	426		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4302249	4302674	+	AGI90117.1			Activator of Hsp90 ATPase 1 family protein			XNR_3782	426	141	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4302761	4303834	-							XNR_3783	1074		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4302761	4303834	-	AGI90118.1			LasA protease			XNR_3783	1074	357	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4304167	4305348	+							XNR_3784	1182		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4304167	4305348	+	AGI90119.1			Alanine racemase			XNR_3784	1182	393	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4305416	4306675	+							XNR_3785	1260		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4305416	4306675	+	AGI90120.1			Lipase			XNR_3785	1260	419	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4306632	4307228	+							XNR_3786	597		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4306632	4307228	+	AGI90121.1			UPF0079 ATP-binding protein			XNR_3786	597	198	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4307425	4307631	+							XNR_3787	207		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4307425	4307631	+	AGI90122.1			Hypothetical protein			XNR_3787	207	68	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4307711	4308268	-							XNR_3788	558		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4307711	4308268	-	AGI90123.1			Secreted protein			XNR_3788	558	185	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4308396	4309058	+							XNR_3789	663		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4308396	4309058	+	AGI90124.1			Peptidase M22, glycoprotease			XNR_3789	663	220	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4309055	4309624	+							XNR_3790	570		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4309055	4309624	+	AGI90125.1			Ribosomal-protein-S18p-alanine acetyltransferase			XNR_3790	570	189	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4309617	4310753	+							XNR_3791	1137		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4309617	4310753	+	AGI90126.1			O-sialoglycoprotein endopeptidase			XNR_3791	1137	378	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4310750	4311025	+							XNR_3792	276		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4310750	4311025	+	AGI90127.1			Hypothetical protein			XNR_3792	276	91	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4311244	4311660	+							XNR_3793	417		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4311244	4311660	+	AGI90128.1			CBS domain-containing protein			XNR_3793	417	138	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4311770	4312249	-							XNR_3794	480		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4311770	4312249	-	AGI90129.1			Hypothetical protein			XNR_3794	480	159	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4312280	4313650	-							XNR_3795	1371		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4312280	4313650	-	AGI90130.1			Major facilitator superfamily transporter MFS 1			XNR_3795	1371	456	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4313647	4314294	-							XNR_3796	648		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4313647	4314294	-	AGI90131.1			Regulatory protein ArsR			XNR_3796	648	215	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4314400	4315608	-							XNR_3797	1209		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4314400	4315608	-	AGI90132.1			RNA cap guanine-N2 methyltransferase			XNR_3797	1209	402	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4315711	4316649	+							XNR_3798	939		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4315711	4316649	+	AGI90133.1			Polysaccharide deacetylase			XNR_3798	939	312	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4317345	4317653	+							XNR_3799	309		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4317345	4317653	+	AGI90134.1			Heat shock protein 60 family co-chaperone GroES			XNR_3799	309	102	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4317811	4319433	+							XNR_3800	1623		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4317811	4319433	+	AGI90135.1			Heat shock protein 60 family chaperone GroEL			XNR_3800	1623	540	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4319523	4320335	-							XNR_3801	813		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4319523	4320335	-	AGI90136.1			Dehydrogenase			XNR_3801	813	270	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4320475	4321371	+							XNR_3802	897		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4320475	4321371	+	AGI90137.1			LysR-family transcriptional regulator			XNR_3802	897	298	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4321541	4321885	-							XNR_3803	345		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4321541	4321885	-	AGI90138.1			WhiB family transcriptional regulator			XNR_3803	345	114	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4322331	4322942	+							XNR_3804	612		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4322331	4322942	+	AGI90139.1			Two component transcriptional regulator, LuxR family			XNR_3804	612	203	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4323195	4323770	+							XNR_3805	576		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4323195	4323770	+	AGI90140.1			RpoH RNA polymerase, sigma 32 subunit, ECF subfamily			XNR_3805	576	191	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4323932	4325440	+							XNR_3806	1509		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4323932	4325440	+	AGI90141.1			Inosine-5'-monophosphate dehydrogenase			XNR_3806	1509	502	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4325543	4326670	+							XNR_3807	1128		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4325543	4326670	+	AGI90142.1			Inosine-5'-monophosphate dehydrogenase			XNR_3807	1128	375	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4326762	4328027	-							XNR_3808	1266		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4326762	4328027	-	AGI90143.1			UDP-glucose/GDP-mannose dehydrogenase			XNR_3808	1266	421	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4328437	4330143	+							XNR_3809	1707		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	4328437	4330143	+	AGI90144.1			Glycerol phosphate dehydrogenase			XNR_3809	1707	568	
